# vendor/ollama/bin/ollama serve
time=2026-08-18T23:22:44.943+03:00 level=INFO source=routes.go:1933 msg="server config" env="map[CUDA_VISIBLE_DEVICES: GGML_VK_VISIBLE_DEVICES: GPU_DEVICE_ORDINAL: HIP_VISIBLE_DEVICES: HSA_OVERRIDE_GFX_VERSION: HTTPS_PROXY:http://127.0.0.1:12334 HTTP_PROXY:http://127.0.0.1:12334 LLAMA_ARG_FIT: LLAMA_ARG_FIT_TARGET: NO_PROXY: OLLAMA_CONTEXT_LENGTH:0 OLLAMA_DEBUG:INFO OLLAMA_DEBUG_LOG_REQUESTS:false OLLAMA_EDITOR: OLLAMA_FLASH_ATTENTION:false OLLAMA_GO_TEMPLATE:true OLLAMA_GPU_OVERHEAD:0 OLLAMA_HOST:http://127.0.0.1:11434 OLLAMA_IGPU_ENABLE: OLLAMA_KEEP_ALIVE:5m0s OLLAMA_KV_CACHE_TYPE: OLLAMA_LLM_LIBRARY: OLLAMA_LOAD_TIMEOUT:5m0s OLLAMA_MAX_LOADED_MODELS:0 OLLAMA_MAX_QUEUE:512 OLLAMA_MAX_TRANSFER_STREAMS:4 OLLAMA_MODELS:/home/sergey/.ollama/models OLLAMA_NOHISTORY:false OLLAMA_NOPRUNE:false OLLAMA_NO_CLOUD:false OLLAMA_NUM_PARALLEL:1 OLLAMA_ORIGINS:[http://localhost https://localhost http://localhost:* https://localhost:* http://127.0.0.1 https://127.0.0.1 http://127.0.0.1:* https://127.0.0.1:* http://0.0.0.0 https://0.0.0.0 http://0.0.0.0:* https://0.0.0.0:* app://* file://* tauri://* vscode-webview://* vscode-file://*] OLLAMA_REMOTES:[ollama.com] OLLAMA_SCHED_SPREAD:false OLLAMA_VULKAN:true ROCR_VISIBLE_DEVICES: http_proxy:http://127.0.0.1:12334 https_proxy:http://127.0.0.1:12334 no_proxy:]"
time=2026-08-18T23:22:44.943+03:00 level=INFO source=routes.go:1935 msg="Ollama cloud disabled: false"
time=2026-08-18T23:22:44.945+03:00 level=INFO source=images.go:912 msg="total blobs: 0"
time=2026-08-18T23:22:44.945+03:00 level=INFO source=images.go:919 msg="total unused blobs removed: 0"
time=2026-08-18T23:22:44.946+03:00 level=INFO source=routes.go:1990 msg="Listening on 127.0.0.1:11434 (version 0.32.14)"
time=2026-08-18T23:22:44.946+03:00 level=INFO source=model_list_cache.go:112 msg="model list cache hydration complete" models=0 failures=0 elapsed=387.502µs
time=2026-08-18T23:22:44.946+03:00 level=INFO source=runner.go:60 msg="discovering available GPUs..."
time=2026-08-18T23:22:45.293+03:00 level=INFO source=model_recommendations.go:177 msg="model recommendations cache sleep scheduled" wait=3h18m35.932611361s consecutive_failures=0
time=2026-08-18T23:22:48.152+03:00 level=INFO source=types.go:32 msg="inference compute" id=0 filter_id=0 library=CUDA compute=7.5 name=CUDA0 description="NVIDIA GeForce GTX 1650 SUPER" libdirs=ollama,cuda_v13 driver=13.1 pci_id=0000:01:00.0 type=discrete total="4.0 GiB" available="3.2 GiB"
time=2026-08-18T23:22:48.152+03:00 level=INFO source=routes.go:2040 msg="vram-based default context" total_vram="4.0 GiB" default_num_ctx=4096
[GIN] 2026/08/18 - 23:22:48 | 404 |     523.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:06 | 404 |     962.803µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:06 | 404 |     426.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:07 | 404 |     485.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:07 | 404 |     490.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:07 | 404 |     604.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:07 | 404 |     596.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:08 | 404 |     722.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:08 | 404 |     331.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:08 | 404 |     462.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:09 | 404 |     824.903µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:09 | 404 |     466.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:09 | 404 |     687.603µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:09 | 404 |     648.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:10 | 404 |     587.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:10 | 404 |     593.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:10 | 404 |     488.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:10 | 404 |     728.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:11 | 404 |     672.603µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:11 | 404 |     450.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:11 | 404 |     331.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:11 | 404 |    1.182804ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:12 | 404 |     434.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:12 | 404 |     936.203µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:12 | 404 |     333.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:12 | 404 |     325.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:13 | 404 |     726.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:13 | 404 |     344.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:13 | 404 |     434.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:13 | 404 |     468.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:14 | 404 |    1.203404ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:14 | 404 |     305.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:14 | 404 |     487.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:14 | 404 |    1.098304ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:15 | 404 |     485.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:15 | 404 |     744.203µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:15 | 404 |     589.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:15 | 404 |     428.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:16 | 404 |     958.904µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:16 | 404 |     622.103µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:16 | 404 |     479.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:16 | 404 |     334.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:17 | 404 |    1.036604ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:17 | 404 |     882.003µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:17 | 404 |     511.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:18 | 404 |     562.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:18 | 404 |     600.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:18 | 404 |     335.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:18 | 404 |     532.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:19 | 404 |     367.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:19 | 404 |     607.303µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:19 | 404 |     903.404µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:19 | 404 |     642.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:20 | 404 |     540.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:20 | 404 |     587.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:20 | 404 |     899.004µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:20 | 404 |     315.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:21 | 404 |     494.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:21 | 404 |     919.104µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:21 | 404 |     566.003µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:21 | 404 |    1.269204ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:22 | 404 |     403.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:22 | 404 |     337.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:22 | 404 |    1.158405ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:22 | 404 |     527.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:23 | 404 |     322.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:23 | 404 |     543.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:23 | 404 |     786.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:23 | 404 |     994.604µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:24 | 404 |     404.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:24 | 404 |     280.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:24 | 404 |    1.575106ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:24 | 404 |     487.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:25 | 404 |     812.003µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:25 | 404 |     509.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:25 | 404 |     319.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:25 | 404 |     472.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:26 | 404 |     596.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:26 | 404 |     336.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:26 | 404 |     537.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:27 | 404 |     956.804µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:27 | 404 |     552.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:27 | 404 |    1.140904ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:27 | 404 |     514.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:28 | 404 |     450.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:28 | 404 |     511.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:28 | 404 |     536.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:28 | 404 |     597.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:29 | 404 |    1.203305ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:29 | 404 |     612.403µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:29 | 404 |     554.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:29 | 404 |     538.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:30 | 404 |     954.003µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:30 | 404 |     686.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:30 | 404 |    1.224204ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:30 | 404 |     456.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:31 | 404 |    1.912807ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:31 | 404 |     564.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:31 | 404 |     580.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:31 | 404 |     522.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:32 | 404 |     548.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:32 | 404 |     265.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:32 | 404 |     433.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:32 | 404 |     997.403µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:33 | 404 |     540.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:33 | 404 |     369.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:33 | 404 |     543.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:33 | 404 |     643.103µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:34 | 404 |     578.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:34 | 404 |     344.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:34 | 404 |     428.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:34 | 404 |     755.203µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:35 | 404 |     479.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:35 | 404 |     935.904µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:35 | 404 |     474.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:36 | 404 |     887.503µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:36 | 404 |     927.004µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:36 | 404 |     302.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:36 | 404 |    1.127105ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:37 | 404 |     452.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:37 | 404 |    1.175904ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:37 | 404 |     340.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:37 | 404 |     505.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:38 | 404 |     462.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:38 | 404 |     665.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:38 | 404 |     785.203µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:38 | 404 |     690.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:39 | 404 |     698.203µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:39 | 404 |     451.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:39 | 404 |    1.130904ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:39 | 404 |     452.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:40 | 404 |     496.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:40 | 404 |     629.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:40 | 404 |     467.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:40 | 404 |     933.403µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:41 | 404 |     468.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:41 | 404 |     510.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:41 | 404 |     333.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:41 | 404 |     691.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:42 | 404 |     476.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:42 | 404 |     286.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:42 | 404 |     313.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:42 | 404 |     477.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:43 | 404 |     447.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:43 | 404 |     348.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:43 | 404 |     313.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:43 | 404 |     517.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:44 | 404 |     771.003µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:44 | 404 |     350.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:44 | 404 |     645.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:45 | 404 |     517.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:45 | 404 |     328.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:45 | 404 |     336.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:45 | 404 |     426.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:46 | 404 |     615.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:46 | 404 |     760.103µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:46 | 404 |     361.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:46 | 404 |     382.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:47 | 404 |     563.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:47 | 404 |     492.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:47 | 404 |     360.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:47 | 404 |     492.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:48 | 404 |    1.059204ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:48 | 404 |     692.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:48 | 404 |    1.467505ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:48 | 404 |     337.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:49 | 404 |     585.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:49 | 404 |     562.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:49 | 404 |     352.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:49 | 404 |     616.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:50 | 404 |     487.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:50 | 404 |     357.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:50 | 404 |     571.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:50 | 404 |     294.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:51 | 404 |     442.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:51 | 404 |     576.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:51 | 404 |     353.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:51 | 404 |     526.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:52 | 404 |     595.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:52 | 404 |     300.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:52 | 404 |     275.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:52 | 404 |    1.245405ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:53 | 404 |     599.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:53 | 404 |     263.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:53 | 404 |     466.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:53 | 404 |     550.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:54 | 404 |     474.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:54 | 404 |     660.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:54 | 404 |    1.006904ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:55 | 404 |     598.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:55 | 404 |    1.492806ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:55 | 404 |     467.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:55 | 404 |     445.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:56 | 404 |     493.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:56 | 404 |     544.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:56 | 404 |     486.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:56 | 404 |     867.903µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:57 | 404 |     536.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:57 | 404 |     490.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:57 | 404 |     492.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:57 | 404 |     583.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:58 | 404 |     424.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:58 | 404 |    1.487406ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:58 | 404 |     518.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:58 | 404 |     503.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:59 | 404 |     685.503µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:59 | 404 |     283.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:59 | 404 |     747.703µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:59 | 404 |     576.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:31:00 | 404 |     603.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:31:00 | 404 |     299.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:31:00 | 404 |     375.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:31:00 | 404 |     568.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:31:01 | 404 |     436.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:31:01 | 404 |     361.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:31:01 | 404 |     544.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:31:01 | 404 |     452.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:31:02 | 404 |     648.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:31:02 | 404 |     379.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:31:02 | 404 |     293.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:31:02 | 404 |     566.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:31:03 | 404 |     477.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:31:03 | 404 |     983.004µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:31:03 | 404 |     584.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:31:04 | 404 |     470.402µs |       127.0.0.1 | POST     "/v1/completions"
